Year,Employer,Role,Count Male,Count Female,Min Salary,Max Salary,Median Male Salary,Median Female Salary
1944,Group Technologies Inc (GTI),Web Developer,0,0,0,0,0,0
1944,Group Technologies Inc (GTI),Cybersecurity Analyst,0,0,0,0,0,0
1944,Group Technologies Inc (GTI),Data Scientist,0,0,0,0,0,0
1944,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0,0,0,0
1944,Group Technologies Inc (GTI),DevOps Engineer,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Computer Operator,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Software Developer,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Database Administrator,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Network Engineer,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),IT Technician,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Software Engineer,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Web Developer,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Data Scientist,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0,0,0,0
1944,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0,0,0,0
1944,Department Laboratory (DL),Computer Operator,0,0,0,0,0,0
1944,Department Laboratory (DL),Systems Analyst,0,0,0,0,0,0
1944,Department Laboratory (DL),Software Developer,0,0,0,0,0,0
1944,Department Laboratory (DL),Database Administrator,0,0,0,0,0,0
1944,Department Laboratory (DL),Network Engineer,0,0,0,0,0,0
1944,Department Laboratory (DL),IT Technician,0,0,0,0,0,0
1944,Department Laboratory (DL),Software Engineer,0,0,0,0,0,0
1944,Department Laboratory (DL),Web Developer,0,0,0,0,0,0
1944,Department Laboratory (DL),Cybersecurity Analyst,0,0,0,0,0,0
1944,Department Laboratory (DL),Data Scientist,0,0,0,0,0,0
1944,Department Laboratory (DL),Machine Learning Engineer,0,0,0,0,0,0
1944,Department Laboratory (DL),DevOps Engineer,0,0,0,0,0,0
1944,Code AI Corp,Computer Operator,0,0,0,0,0,0
1944,Code AI Corp,Systems Analyst,0,0,0,0,0,0
1944,Code AI Corp,Software Developer,0,0,0,0,0,0
1944,Code AI Corp,Database Administrator,0,0,0,0,0,0
1944,Code AI Corp,Network Engineer,0,0,0,0,0,0
1944,Code AI Corp,IT Technician,0,0,0,0,0,0
1944,Code AI Corp,Software Engineer,0,0,0,0,0,0
1944,Code AI Corp,Web Developer,0,0,0,0,0,0
1944,Code AI Corp,Cybersecurity Analyst,0,0,0,0,0,0
1944,Code AI Corp,Data Scientist,0,0,0,0,0,0
1944,Code AI Corp,Machine Learning Engineer,0,0,0,0,0,0
1944,Code AI Corp,DevOps Engineer,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Computer Operator,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Systems Analyst,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Software Developer,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Database Administrator,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Network Engineer,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),IT Technician,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Software Engineer,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Web Developer,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Data Scientist,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0,0,0,0
1944,Innovation Security LLC (ISL),DevOps Engineer,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Computer Operator,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Systems Analyst,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Software Developer,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Database Administrator,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Network Engineer,0,0,0,0,0,0
1946,Stream Data Inc (SDI),IT Technician,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Software Engineer,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Web Developer,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Data Scientist,0,0,0,0,0,0
1946,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0,0,0,0
1946,Stream Data Inc (SDI),DevOps Engineer,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Computer Operator,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Systems Analyst,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Software Developer,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Database Administrator,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Network Engineer,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),IT Technician,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Software Engineer,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Web Developer,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Cybersecurity Analyst,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Data Scientist,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0,0,0,0
1946,Cloud Net LLC (CNL),DevOps Engineer,0,0,0,0,0,0
1946,Cyber Digital Corp,Computer Operator,0,0,0,0,0,0
1946,Cyber Digital Corp,Systems Analyst,0,0,0,0,0,0
1946,Cyber Digital Corp,Software Developer,0,0,0,0,0,0
1946,Cyber Digital Corp,Database Administrator,0,0,0,0,0,0
1946,Cyber Digital Corp,Network Engineer,0,0,0,0,0,0
1946,Cyber Digital Corp,IT Technician,0,0,0,0,0,0
1946,Cyber Digital Corp,Software Engineer,0,0,0,0,0,0
1946,Cyber Digital Corp,Web Developer,0,0,0,0,0,0
1946,Cyber Digital Corp,Cybersecurity Analyst,0,0,0,0,0,0
1946,Cyber Digital Corp,Data Scientist,0,0,0,0,0,0
1946,Cyber Digital Corp,Machine Learning Engineer,0,0,0,0,0,0
1946,Cyber Digital Corp,DevOps Engineer,0,0,0,0,0,0
1946,Virtual Institute LLC,Computer Operator,0,0,0,0,0,0
1946,Virtual Institute LLC,Systems Analyst,0,0,0,0,0,0
1946,Virtual Institute LLC,Software Developer,0,0,0,0,0,0
1946,Virtual Institute LLC,Database Administrator,0,0,0,0,0,0
1946,Virtual Institute LLC,Network Engineer,0,0,0,0,0,0
1946,Virtual Institute LLC,IT Technician,0,0,0,0,0,0
1946,Virtual Institute LLC,Software Engineer,0,0,0,0,0,0
1946,Virtual Institute LLC,Web Developer,0,0,0,0,0,0
1946,Virtual Institute LLC,Cybersecurity Analyst,0,0,0,0,0,0
1946,Virtual Institute LLC,Data Scientist,0,0,0,0,0,0
1946,Virtual Institute LLC,Machine Learning Engineer,0,0,0,0,0,0
1946,Virtual Institute LLC,DevOps Engineer,0,0,0,0,0,0
1946,Department Administration (DA),Computer Operator,0,0,0,0,0,0
1946,Department Administration (DA),Systems Analyst,0,0,0,0,0,0
1946,Department Administration (DA),Software Developer,0,0,0,0,0,0
1946,Department Administration (DA),Database Administrator,0,0,0,0,0,0
1946,Department Administration (DA),Network Engineer,0,0,0,0,0,0
1946,Department Administration (DA),IT Technician,0,0,0,0,0,0
1946,Department Administration (DA),Software Engineer,0,0,0,0,0,0
1946,Department Administration (DA),Web Developer,0,0,0,0,0,0
1946,Department Administration (DA),Cybersecurity Analyst,0,0,0,0,0,0
1946,Department Administration (DA),Data Scientist,0,0,0,0,0,0
1946,Department Administration (DA),Machine Learning Engineer,0,0,0,0,0,0
1946,Department Administration (DA),DevOps Engineer,0,0,0,0,0,0
1946,Space Laboratory (SL),Computer Operator,0,0,0,0,0,0
1946,Space Laboratory (SL),Systems Analyst,0,0,0,0,0,0
1946,Space Laboratory (SL),Software Developer,0,0,0,0,0,0
1946,Space Laboratory (SL),Database Administrator,0,0,0,0,0,0
1946,Space Laboratory (SL),Network Engineer,0,0,0,0,0,0
1946,Space Laboratory (SL),IT Technician,0,0,0,0,0,0
1946,Space Laboratory (SL),Software Engineer,0,0,0,0,0,0
1946,Space Laboratory (SL),Web Developer,0,0,0,0,0,0
1946,Space Laboratory (SL),Cybersecurity Analyst,0,0,0,0,0,0
1946,Space Laboratory (SL),Data Scientist,0,0,0,0,0,0
1946,Space Laboratory (SL),Machine Learning Engineer,0,0,0,0,0,0
1946,Space Laboratory (SL),DevOps Engineer,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Computer Operator,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Systems Analyst,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Software Developer,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Database Administrator,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Network Engineer,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),IT Technician,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Software Engineer,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Web Developer,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Cybersecurity Analyst,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Data Scientist,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),Machine Learning Engineer,0,0,0,0,0,0
1946,Security Innovation Corp (SIC),DevOps Engineer,0,0,0,0,0,0
1946,Department Advanced,Computer Operator,0,0,0,0,0,0
1946,Department Advanced,Systems Analyst,0,0,0,0,0,0
1946,Department Advanced,Software Developer,0,0,0,0,0,0
1946,Department Advanced,Database Administrator,0,0,0,0,0,0
1946,Department Advanced,Network Engineer,0,0,0,0,0,0
1946,Department Advanced,IT Technician,0,0,0,0,0,0
1946,Department Advanced,Software Engineer,0,0,0,0,0,0
1946,Department Advanced,Web Developer,0,0,0,0,0,0
1946,Department Advanced,Cybersecurity Analyst,0,0,0,0,0,0
1946,Department Advanced,Data Scientist,0,0,0,0,0,0
1946,Department Advanced,Machine Learning Engineer,0,0,0,0,0,0
1946,Department Advanced,DevOps Engineer,0,0,0,0,0,0
1946,Net System Inc (NSI),Computer Operator,461,1,55143,183022,1206529,747769
1946,Net System Inc (NSI),Systems Analyst,143,2,61276,146560,1326042,792541
1946,Net System Inc (NSI),Software Developer,0,0,0,0,0,0
1946,Net System Inc (NSI),Database Administrator,0,0,0,0,0,0
1946,Net System Inc (NSI),Network Engineer,0,0,0,0,0,0
1946,Net System Inc (NSI),IT Technician,0,0,0,0,0,0
1946,Net System Inc (NSI),Software Engineer,0,0,0,0,0,0
1946,Net System Inc (NSI),Web Developer,0,0,0,0,0,0
1946,Net System Inc (NSI),Cybersecurity Analyst,0,0,0,0,0,0
1946,Net System Inc (NSI),Data Scientist,0,0,0,0,0,0
1946,Net System Inc (NSI),Machine Learning Engineer,0,0,0,0,0,0
1946,Net System Inc (NSI),DevOps Engineer,0,0,0,0,0,0
1946,Institute Agency,Computer Operator,0,0,0,0,0,0
1946,Institute Agency,Systems Analyst,0,0,0,0,0,0
1946,Institute Agency,Software Developer,0,0,0,0,0,0
1946,Institute Agency,Database Administrator,0,0,0,0,0,0
1946,Institute Agency,Network Engineer,0,0,0,0,0,0
1946,Institute Agency,IT Technician,0,0,0,0,0,0
1946,Institute Agency,Software Engineer,0,0,0,0,0,0
1946,Institute Agency,Web Developer,0,0,0,0,0,0
1946,Institute Agency,Cybersecurity Analyst,0,0,0,0,0,0
1946,Institute Agency,Data Scientist,0,0,0,0,0,0
1946,Institute Agency,Machine Learning Engineer,0,0,0,0,0,0
1946,Institute Agency,DevOps Engineer,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Computer Operator,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Systems Analyst,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Software Developer,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Database Administrator,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Network Engineer,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),IT Technician,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Software Engineer,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Web Developer,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Cybersecurity Analyst,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Data Scientist,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0,0,0,0
1946,Group Technologies Inc (GTI),DevOps Engineer,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Computer Operator,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Software Developer,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Database Administrator,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Network Engineer,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),IT Technician,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Software Engineer,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Web Developer,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Data Scientist,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0,0,0,0
1946,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0,0,0,0
1946,Department Laboratory (DL),Computer Operator,0,0,0,0,0,0
1946,Department Laboratory (DL),Systems Analyst,0,0,0,0,0,0
1946,Department Laboratory (DL),Software Developer,0,0,0,0,0,0
1946,Department Laboratory (DL),Database Administrator,0,0,0,0,0,0
1946,Department Laboratory (DL),Network Engineer,0,0,0,0,0,0
1946,Department Laboratory (DL),IT Technician,0,0,0,0,0,0
1946,Department Laboratory (DL),Software Engineer,0,0,0,0,0,0
1946,Department Laboratory (DL),Web Developer,0,0,0,0,0,0
1946,Department Laboratory (DL),Cybersecurity Analyst,0,0,0,0,0,0
1946,Department Laboratory (DL),Data Scientist,0,0,0,0,0,0
1946,Department Laboratory (DL),Machine Learning Engineer,0,0,0,0,0,0
1946,Department Laboratory (DL),DevOps Engineer,0,0,0,0,0,0
1946,Code AI Corp,Computer Operator,0,0,0,0,0,0
1946,Code AI Corp,Systems Analyst,0,0,0,0,0,0
1946,Code AI Corp,Software Developer,0,0,0,0,0,0
1946,Code AI Corp,Database Administrator,0,0,0,0,0,0
1946,Code AI Corp,Network Engineer,0,0,0,0,0,0
1946,Code AI Corp,IT Technician,0,0,0,0,0,0
1946,Code AI Corp,Software Engineer,0,0,0,0,0,0
1946,Code AI Corp,Web Developer,0,0,0,0,0,0
1946,Code AI Corp,Cybersecurity Analyst,0,0,0,0,0,0
1946,Code AI Corp,Data Scientist,0,0,0,0,0,0
1946,Code AI Corp,Machine Learning Engineer,0,0,0,0,0,0
1946,Code AI Corp,DevOps Engineer,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Computer Operator,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Systems Analyst,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Software Developer,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Database Administrator,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Network Engineer,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),IT Technician,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Software Engineer,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Web Developer,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Data Scientist,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0,0,0,0
1946,Innovation Security LLC (ISL),DevOps Engineer,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Computer Operator,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Systems Analyst,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Software Developer,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Database Administrator,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Network Engineer,0,0,0,0,0,0
1948,Stream Data Inc (SDI),IT Technician,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Software Engineer,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Web Developer,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Data Scientist,0,0,0,0,0,0
1948,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0,0,0,0
1948,Stream Data Inc (SDI),DevOps Engineer,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Computer Operator,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Systems Analyst,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Software Developer,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Database Administrator,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Network Engineer,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),IT Technician,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Software Engineer,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Web Developer,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Cybersecurity Analyst,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Data Scientist,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0,0,0,0
1948,Cloud Net LLC (CNL),DevOps Engineer,0,0,0,0,0,0
1948,Cyber Digital Corp,Computer Operator,41,2,31191,143557,930464,1079674
1948,Cyber Digital Corp,Systems Analyst,457,11,34395,154641,742615,1279702
1948,Cyber Digital Corp,Software Developer,0,0,0,0,0,0
1948,Cyber Digital Corp,Database Administrator,0,0,0,0,0,0
1948,Cyber Digital Corp,Network Engineer,0,0,0,0,0,0
1948,Cyber Digital Corp,IT Technician,0,0,0,0,0,0
1948,Cyber Digital Corp,Software Engineer,0,0,0,0,0,0
1948,Cyber Digital Corp,Web Developer,0,0,0,0,0,0
1948,Cyber Digital Corp,Cybersecurity Analyst,0,0,0,0,0,0
1948,Cyber Digital Corp,Data Scientist,0,0,0,0,0,0
1948,Cyber Digital Corp,Machine Learning Engineer,0,0,0,0,0,0
1948,Cyber Digital Corp,DevOps Engineer,0,0,0,0,0,0
1948,Virtual Institute LLC,Computer Operator,427,16,40960,89320,718559,1234606
1948,Virtual Institute LLC,Systems Analyst,126,6,63588,186429,1248992,1119974
1948,Virtual Institute LLC,Software Developer,0,0,0,0,0,0
1948,Virtual Institute LLC,Database Administrator,0,0,0,0,0,0
1948,Virtual Institute LLC,Network Engineer,0,0,0,0,0,0
1948,Virtual Institute LLC,IT Technician,0,0,0,0,0,0
1948,Virtual Institute LLC,Software Engineer,0,0,0,0,0,0
1948,Virtual Institute LLC,Web Developer,0,0,0,0,0,0
1948,Virtual Institute LLC,Cybersecurity Analyst,0,0,0,0,0,0
